!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9979313198179561, "ud.x": 0.002068680182043856}
reformada	{"ud.verb": 1.0}
reformas	{"ud.noun": 1.0}
reforzar	{"ud.verb": 1.0}
refrigeración	{"ud.noun": 1.0}
refuerza	{"ud.verb": 1.0}
refuerzos	{"ud.noun": 1.0}
refugiados	{"ud.noun": 1.0}
refugiaron	{"ud.verb": 1.0}
refugio	{"ud.noun": 1.0}
regalo	{"ud.noun": 1.0}
regalos	{"ud.noun": 1.0}
regata	{"ud.noun": 1.0}
regente	{"ud.noun": 1.0}
reggae	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
regimiento	{"ud.propn": 0.5454545454545454, "ud.noun": 0.45454545454545453}
regina	{"ud.propn": 1.0}
regional	{"ud.adj": 0.8846153846153846, "ud.propn": 0.11538461538461539}
regionales	{"ud.adj": 1.0}
regiones	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
registra	{"ud.verb": 1.0}
registrada	{"ud.adj": 0.16666666666666666, "ud.verb": 0.8333333333333334}
registradas	{"ud.verb": 1.0}
registrado	{"ud.verb": 1.0}
registrados	{"ud.verb": 1.0}
registro	{"ud.noun": 1.0}
registros	{"ud.noun": 1.0}
registró	{"ud.verb": 1.0}
región	{"ud.noun": 0.9813664596273292, "ud.propn": 0.018633540372670808}
regla	{"ud.noun": 1.0}
reglamento	{"ud.noun": 0.75, "ud.propn": 0.25}
reglas	{"ud.noun": 1.0}
regresa	{"ud.verb": 0.9090909090909091, "ud.noun": 0.09090909090909091}
regresar	{"ud.verb": 0.9166666666666666, "ud.noun": 0.08333333333333333}
regresaron	{"ud.verb": 1.0}
regreso	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
regresó	{"ud.verb": 1.0}
regulación	{"ud.noun": 1.0}
regular	{"ud.adj": 0.8571428571428571, "ud.verb": 0.14285714285714285}
regulares	{"ud.adj": 1.0}
regularidad	{"ud.noun": 0.75, "ud.propn": 0.25}
regule	{"ud.verb": 1.0}
regímenes	{"ud.noun": 1.0}
rehabilitación	{"ud.noun": 1.0}
reina	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
reinado	{"ud.noun": 1.0}
reinaldo	{"ud.propn": 1.0}
reinas	{"ud.noun": 1.0}
reino	{"ud.propn": 0.5789473684210527, "ud.noun": 0.42105263157894735}
reinos	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
reivindicación	{"ud.noun": 1.0}
reivindicó	{"ud.verb": 1.0}
relacionada	{"ud.verb": 0.875, "ud.adj": 0.125}
relacionadas	{"ud.verb": 1.0}
relacionado	{"ud.adj": 0.5, "ud.verb": 0.5}
relacionados	{"ud.verb": 0.75, "ud.adj": 0.25}
relaciones	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
relación	{"ud.noun": 1.0}
relata	{"ud.verb": 1.0}
relativa	{"ud.adj": 1.0}
relativamente	{"ud.adv": 0.9285714285714286, "ud.adj": 0.07142857142857142}
relativas	{"ud.adj": 1.0}
relativo	{"ud.noun": 0.25, "ud.adj": 0.75}
relato	{"ud.noun": 1.0}
relegado	{"ud.verb": 1.0}
relevancia	{"ud.noun": 1.0}
relevante	{"ud.adj": 1.0}
relevantes	{"ud.adj": 1.0}
relevo	{"ud.noun": 1.0}
relieve	{"ud.noun": 1.0}
relieves	{"ud.noun": 1.0}
religiosa	{"ud.adj": 0.8888888888888888, "ud.propn": 0.1111111111111111}
religiosas	{"ud.adj": 1.0}
religioso	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
religiosos	{"ud.adj": 1.0}
religión	{"ud.noun": 1.0}
relleno	{"ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.verb": 0.3333333333333333}
reloj	{"ud.noun": 0.75, "ud.propn": 0.25}
remake	{"ud.noun": 0.75, "ud.x": 0.25}
remarcó	{"ud.verb": 1.0}
remate	{"ud.noun": 1.0}
remedio	{"ud.noun": 1.0}
remedios	{"ud.noun": 0.5, "ud.propn": 0.5}
remeros	{"ud.noun": 1.0}
remodelación	{"ud.noun": 1.0}
remodelada	{"ud.verb": 1.0}
remonta	{"ud.verb": 1.0}
remotos	{"ud.adj": 1.0}
renacentista	{"ud.adj": 1.0}
renault	{"ud.propn": 1.0}
rendición	{"ud.noun": 1.0}
rendimiento	{"ud.noun": 1.0}
rendir	{"ud.verb": 1.0}
rendirse	{"ud._": 1.0}
renfe	{"ud.propn": 1.0}
renombrado	{"ud.verb": 1.0}
renombrados	{"ud.adj": 1.0}
renombre	{"ud.noun": 1.0}
renovables	{"ud.adj": 0.75, "ud.propn": 0.25}
renovación	{"ud.noun": 1.0}
renovado	{"ud.adj": 0.16666666666666666, "ud.verb": 0.8333333333333334}
renovar	{"ud.verb": 1.0}
renta	{"ud.noun": 1.0}
renueva	{"ud.verb": 1.0}
renunciara	{"ud.verb": 1.0}
renunció	{"ud.verb": 1.0}
rené	{"ud.propn": 1.0}
reparaciones	{"ud.noun": 0.75, "ud.propn": 0.25}
reparación	{"ud.noun": 1.0}
reparar	{"ud.verb": 1.0}
reparten	{"ud.verb": 1.0}
repartidas	{"ud.verb": 1.0}
repartir	{"ud.verb": 1.0}
reparto	{"ud.noun": 1.0}
repentina	{"ud.adj": 1.0}
repentinamente	{"ud.adv": 1.0}
repercusión	{"ud.noun": 1.0}
repertorio	{"ud.noun": 1.0}
repetida	{"ud.adj": 0.75, "ud.verb": 0.25}
repetidas	{"ud.adj": 1.0}
repetir	{"ud.verb": 1.0}
reportar	{"ud.verb": 1.0}
reportaron	{"ud.verb": 1.0}
reportes	{"ud.noun": 1.0}
reportó	{"ud.verb": 1.0}
represa	{"ud.noun": 0.4, "ud.propn": 0.6}
representa	{"ud.verb": 1.0}
representaba	{"ud.verb": 1.0}
representaban	{"ud.verb": 1.0}
representaciones	{"ud.noun": 1.0}
representación	{"ud.noun": 1.0}
representada	{"ud.verb": 1.0}
representadas	{"ud.verb": 1.0}
representado	{"ud.verb": 1.0}
representados	{"ud.verb": 1.0}
representan	{"ud.verb": 1.0}
representando	{"ud.verb": 1.0}
representante	{"ud.noun": 0.9375, "ud.adj": 0.0625}
representantes	{"ud.noun": 0.875, "ud.adj": 0.041666666666666664, "ud.propn": 0.08333333333333333}
representar	{"ud.verb": 1.0}
representaron	{"ud.verb": 1.0}
representativo	{"ud.adj": 1.0}
representó	{"ud.verb": 1.0}
represión	{"ud.noun": 1.0}
represores	{"ud.noun": 1.0}
reproducción	{"ud.noun": 1.0}
reproducir	{"ud.verb": 1.0}
reproductor	{"ud.noun": 1.0}
reptiles	{"ud.noun": 1.0}
republicana	{"ud.propn": 0.6666666666666666, "ud.adj": 0.3333333333333333}
republicano	{"ud.noun": 0.14285714285714285, "ud.adj": 0.5714285714285714, "ud.propn": 0.2857142857142857}
republicanos	{"ud.noun": 0.4, "ud.adj": 0.6}
repuestos	{"ud.noun": 0.75, "ud.verb": 0.25}
reputación	{"ud.noun": 1.0}
república	{"ud.noun": 0.4492753623188406, "ud.propn": 0.5507246376811594}
requerimientos	{"ud.noun": 1.0}
requiere	{"ud.verb": 1.0}
requieren	{"ud.verb": 1.0}
requirió	{"ud.verb": 1.0}
requisitos	{"ud.noun": 1.0}
resaltar	{"ud.verb": 1.0}
rescatado	{"ud.verb": 1.0}
rescatar	{"ud.verb": 1.0}
rescate	{"ud.noun": 1.0}
research	{"ud.propn": 1.0}
reserva	{"ud.propn": 0.23076923076923078, "ud.noun": 0.7692307692307693}
reservar	{"ud.verb": 1.0}
reservas	{"ud.noun": 0.9230769230769231, "ud.verb": 0.07692307692307693}
reside	{"ud.verb": 1.0}
residen	{"ud.verb": 1.0}
residencia	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
residenciales	{"ud.adj": 1.0}
residencias	{"ud.noun": 1.0}
resident	{"ud.propn": 1.0}
residente	{"ud.noun": 0.6666666666666666, "ud.adj": 0.16666666666666666, "ud.verb": 0.16666666666666666}
residentes	{"ud.adj": 0.375, "ud.noun": 0.625}
residiendo	{"ud.verb": 1.0}
residió	{"ud.verb": 1.0}
residuos	{"ud.noun": 1.0}
resistencia	{"ud.noun": 1.0}
resistentes	{"ud.adj": 1.0}
resistir	{"ud.verb": 1.0}
resolución	{"ud.noun": 0.9375, "ud.propn": 0.0625}
resolver	{"ud.verb": 1.0}
resolvió	{"ud.verb": 1.0}
respaldo	{"ud.noun": 1.0}
respectivamente	{"ud.adv": 1.0}
respectivas	{"ud.adj": 1.0}
respectivo	{"ud.adj": 1.0}
respectivos	{"ud.adj": 0.8, "ud.noun": 0.2}
respecto	{"ud.noun": 1.0}
respetan	{"ud.verb": 1.0}
respetar	{"ud.verb": 1.0}
respeto	{"ud.propn": 0.09090909090909091, "ud.noun": 0.9090909090909091}
respira	{"ud.verb": 1.0}
responda	{"ud.verb": 1.0}
responde	{"ud.verb": 1.0}
responden	{"ud.verb": 1.0}
responder	{"ud.verb": 1.0}
respondieron	{"ud.verb": 1.0}
respondió	{"ud.verb": 1.0}
responsabilidad	{"ud.noun": 1.0}
responsabilidades	{"ud.noun": 1.0}
responsable	{"ud.adj": 0.5294117647058824, "ud.noun": 0.47058823529411764}
responsables	{"ud.noun": 0.7333333333333333, "ud.adj": 0.26666666666666666}
respuesta	{"ud.noun": 1.0}
respuestas	{"ud.noun": 1.0}
restablecer	{"ud.verb": 1.0}
restante	{"ud.adj": 1.0}
restantes	{"ud.adj": 0.8888888888888888, "ud.noun": 0.1111111111111111}
restauración	{"ud.propn": 0.125, "ud.noun": 0.875}
restaurada	{"ud.verb": 1.0}
restaurado	{"ud.verb": 1.0}
restaurante	{"ud.noun": 1.0}
restaurantes	{"ud.noun": 1.0}
resto	{"ud.noun": 1.0}
restos	{"ud.noun": 1.0}
restricciones	{"ud.noun": 1.0}
restricción	{"ud.noun": 1.0}
restringida	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
restringido	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
resuelve	{"ud.verb": 1.0}
resuelven	{"ud.verb": 1.0}
resulta	{"ud.verb": 1.0}
resultaba	{"ud.verb": 1.0}
resultado	{"ud.noun": 0.8852459016393442, "ud.verb": 0.09836065573770492, "ud.propn": 0.01639344262295082}
resultados	{"ud.noun": 1.0}
resultando	{"ud.verb": 1.0}
resultante	{"ud.adj": 0.5, "ud.noun": 0.5}
resultar	{"ud.verb": 1.0}
resultaron	{"ud.verb": 1.0}
resultó	{"ud.verb": 1.0}
resumen	{"ud.noun": 1.0}
retablo	{"ud.noun": 1.0}
retablos	{"ud.noun": 1.0}
retaguardia	{"ud.noun": 1.0}
retirada	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
retirado	{"ud.verb": 0.6, "ud.noun": 0.1, "ud.adj": 0.3}
retirar	{"ud.verb": 1.0}
retirarse	{"ud._": 1.0}
retiro	{"ud.noun": 0.6, "ud.verb": 0.1, "ud.propn": 0.3}
retiró	{"ud.verb": 1.0}
retoma	{"ud.verb": 1.0}
retomar	{"ud.verb": 1.0}
retorno	{"ud.noun": 1.0}
retos	{"ud.noun": 1.0}
retrasar	{"ud.verb": 1.0}
retrasos	{"ud.noun": 1.0}
retrato	{"ud.noun": 1.0}
retratos	{"ud.noun": 1.0}
retroceder	{"ud.verb": 1.0}
retórica	{"ud.noun": 0.75, "ud.propn": 0.25}
reunidos	{"ud.verb": 1.0}
reunieron	{"ud.verb": 1.0}
reuniones	{"ud.noun": 1.0}
reunir	{"ud.verb": 1.0}
reunirse	{"ud._": 1.0}
reunirá	{"ud.verb": 1.0}
reunió	{"ud.verb": 1.0}
reunión	{"ud.noun": 0.8846153846153846, "ud.propn": 0.07692307692307693, "ud.verb": 0.038461538461538464}
revela	{"ud.verb": 1.0}
revelación	{"ud.noun": 1.0}
revelado	{"ud.verb": 1.0}
revelan	{"ud.verb": 1.0}
reveló	{"ud.verb": 1.0}
revisión	{"ud.noun": 1.0}
revisora	{"ud.adj": 1.0}
revista	{"ud.noun": 0.9523809523809523, "ud.propn": 0.047619047619047616}
revistas	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
revolucionaria	{"ud.propn": 0.4, "ud.adj": 0.6}
revolucionario	{"ud.propn": 0.5, "ud.adj": 0.5}
revolucionarios	{"ud.noun": 0.7142857142857143, "ud.adj": 0.2857142857142857}
revolución	{"ud.noun": 0.625, "ud.propn": 0.375}
revuelta	{"ud.noun": 0.8181818181818182, "ud.propn": 0.18181818181818182}
revés	{"ud.noun": 1.0}
rex	{"ud.propn": 1.0}
rey	{"ud.noun": 0.7982456140350878, "ud.propn": 0.20175438596491227}
reyes	{"ud.noun": 0.5769230769230769, "ud.propn": 0.4230769230769231}
reynaldo	{"ud.propn": 1.0}
reza	{"ud.verb": 1.0}
reúne	{"ud.verb": 1.0}
reúnen	{"ud.verb": 1.0}
ribera	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
rica	{"ud.propn": 0.782608695652174, "ud.adj": 0.17391304347826086, "ud.noun": 0.043478260869565216}
ricardo	{"ud.propn": 1.0}
richard	{"ud.propn": 1.0}
richter	{"ud.propn": 1.0}
rick	{"ud.propn": 1.0}
rico	{"ud.propn": 0.3125, "ud.adj": 0.6875}
ricos	{"ud.adj": 1.0}
riel	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
riesgo	{"ud.noun": 1.0}
riesgos	{"ud.noun": 1.0}
rige	{"ud.verb": 1.0}
right	{"ud.propn": 0.8, "ud.x": 0.2}
rigor	{"ud.noun": 1.0}
rin	{"ud.propn": 1.0}
rincones	{"ud.noun": 1.0}
rio	{"ud.propn": 0.5, "ud.noun": 0.5}
rioja	{"ud.propn": 1.0}
riquelme	{"ud.propn": 1.0}
riqueza	{"ud.noun": 1.0}
riquezas	{"ud.noun": 1.0}
rira	{"ud.propn": 1.0}
risa	{"ud.noun": 1.0}
ritmo	{"ud.noun": 1.0}
ritmos	{"ud.noun": 1.0}
rito	{"ud.noun": 1.0}
ritual	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
rituales	{"ud.noun": 0.8333333333333334, "ud.adj": 0.16666666666666666}
rivadavia	{"ud.propn": 1.0}
rival	{"ud.noun": 0.6428571428571429, "ud.adj": 0.35714285714285715}
rivales	{"ud.noun": 0.6666666666666666, "ud._": 0.16666666666666666, "ud.adj": 0.16666666666666666}
rivalidad	{"ud.noun": 1.0}
rivas	{"ud.propn": 1.0}
river	{"ud.propn": 1.0}
rivera	{"ud.propn": 1.0}
roa	{"ud.propn": 1.0}
road	{"ud.propn": 1.0}
robado	{"ud.verb": 1.0}
robar	{"ud.verb": 1.0}
robben	{"ud.propn": 1.0}
robert	{"ud.propn": 1.0}
roberto	{"ud.propn": 1.0}
robinson	{"ud.propn": 1.0}
roble	{"ud.propn": 0.2, "ud.noun": 0.8}
robo	{"ud.noun": 1.0}
robos	{"ud.noun": 1.0}
robusta	{"ud.adj": 1.0}
robusto	{"ud.adj": 1.0}
roca	{"ud.noun": 0.7333333333333333, "ud.propn": 0.26666666666666666}
rocas	{"ud.noun": 1.0}
rock	{"ud.noun": 0.5142857142857142, "ud.propn": 0.4857142857142857}
rodaje	{"ud.noun": 1.0}
rodar	{"ud.verb": 1.0}
rodea	{"ud.verb": 1.0}
rodeada	{"ud.verb": 0.875, "ud.adj": 0.125}
rodeado	{"ud.verb": 0.75, "ud.adj": 0.25}
rodean	{"ud.verb": 1.0}
rodolfo	{"ud.propn": 1.0}
rodrigo	{"ud.propn": 1.0}
rodríguez	{"ud.propn": 1.0}
roedor	{"ud.noun": 1.0}
roger	{"ud.propn": 1.0}
roja	{"ud.adj": 0.6, "ud.propn": 0.26666666666666666, "ud.noun": 0.13333333333333333}
rojas	{"ud.propn": 0.6428571428571429, "ud.adj": 0.2857142857142857, "ud.noun": 0.07142857142857142}
rojo	{"ud.adj": 0.4166666666666667, "ud.noun": 0.25, "ud.propn": 0.2916666666666667, "ud.verb": 0.041666666666666664}
rojos	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
rol	{"ud.noun": 1.0}
rolando	{"ud.propn": 1.0}
roll	{"ud.propn": 0.25, "ud.x": 0.5, "ud.noun": 0.25}
rolling	{"ud.propn": 1.0}
rollos	{"ud.noun": 1.0}
roma	{"ud.propn": 1.0}
romana	{"ud.adj": 1.0}
romanas	{"ud.adj": 1.0}
romano	{"ud.propn": 0.38461538461538464, "ud.adj": 0.6153846153846154}
romanos	{"ud.noun": 0.75, "ud.adj": 0.25}
romeo	{"ud.propn": 1.0}
romero	{"ud.propn": 1.0}
rommel	{"ud.propn": 1.0}
romper	{"ud.verb": 1.0}
rompió	{"ud.verb": 1.0}
románico	{"ud.noun": 0.4, "ud.adj": 0.6}
romántico	{"ud.adj": 0.8, "ud.propn": 0.2}
ronaldo	{"ud.propn": 1.0}
ronda	{"ud.noun": 0.7619047619047619, "ud.verb": 0.19047619047619047, "ud.propn": 0.047619047619047616}
ropa	{"ud.noun": 1.0}
roque	{"ud.propn": 1.0}
ros	{"ud.propn": 1.0}
rosa	{"ud.propn": 0.9444444444444444, "ud.adj": 0.05555555555555555}
rosario	{"ud.propn": 0.8888888888888888, "ud.noun": 0.1111111111111111}
rosas	{"ud.noun": 0.6, "ud.propn": 0.4}
rosell	{"ud.propn": 1.0}
rosellón	{"ud.propn": 1.0}
ross	{"ud.propn": 1.0}
rossi	{"ud.propn": 1.0}
rotación	{"ud.noun": 1.0}
roto	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
rovira	{"ud.propn": 1.0}
roy	{"ud.propn": 1.0}
royal	{"ud.propn": 1.0}
rozgony	{"ud.propn": 1.0}
rozhanovce	{"ud.propn": 1.0}
ruanda	{"ud.propn": 1.0}
rubalcaba	{"ud.propn": 1.0}
rubens	{"ud.propn": 1.0}
rubio	{"ud.adj": 0.3333333333333333, "ud.propn": 0.3333333333333333, "ud.noun": 0.3333333333333333}
rubén	{"ud.propn": 1.0}
rude	{"ud.propn": 1.0}
rueda	{"ud.noun": 0.7857142857142857, "ud.verb": 0.07142857142857142, "ud.propn": 0.14285714285714285}
ruedas	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
ruego	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
rugby	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
ruido	{"ud.noun": 1.0}
ruinas	{"ud.noun": 1.0}
ruiz	{"ud.propn": 1.0}
rumana	{"ud.adj": 1.0}
rumano	{"ud.adj": 0.75, "ud.noun": 0.25}
rumanía	{"ud.propn": 1.0}
rumbo	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
rumores	{"ud.noun": 1.0}
ruptura	{"ud.noun": 1.0}
rural	{"ud.adj": 0.8095238095238095, "ud.propn": 0.19047619047619047}
rurales	{"ud.adj": 0.9166666666666666, "ud.propn": 0.08333333333333333}
rusa	{"ud.adj": 0.625, "ud.propn": 0.125, "ud.noun": 0.25}
rusia	{"ud.propn": 1.0}
ruso	{"ud.adj": 0.7058823529411765, "ud.propn": 0.058823529411764705, "ud.noun": 0.23529411764705882}
russell	{"ud.propn": 1.0}
ruta	{"ud.propn": 0.4230769230769231, "ud.noun": 0.5769230769230769}
rutas	{"ud.noun": 0.9444444444444444, "ud.propn": 0.05555555555555555}
rutina	{"ud.noun": 1.0}
ryanair	{"ud.propn": 1.0}
ryu	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
ryukyu	{"ud.propn": 1.0}
ránking	{"ud.x": 0.6666666666666666, "ud.noun": 0.3333333333333333}
rápida	{"ud.adj": 1.0}
rápidamente	{"ud.adv": 1.0}
rápido	{"ud.adj": 0.8333333333333334, "ud.adv": 0.16666666666666666}
récord	{"ud.noun": 1.0}
récords	{"ud.noun": 1.0}
régimen	{"ud.noun": 1.0}
río	{"ud.noun": 0.7552447552447552, "ud.propn": 0.24475524475524477}
ríos	{"ud.noun": 0.7619047619047619, "ud.propn": 0.23809523809523808}
rítmica	{"ud.adj": 1.0}
rúnicas	{"ud.adj": 1.0}
s	{"ud.propn": 0.5555555555555556, "ud.x": 0.3888888888888889, "ud.noun": 0.05555555555555555}
s.	{"ud.det": 0.14285714285714285, "ud.x": 0.14285714285714285, "ud.propn": 0.7142857142857143}
s.a.	{"ud.propn": 0.7142857142857143, "ud.x": 0.2857142857142857}
sa	{"ud.x": 0.5, "ud.propn": 0.5}
saarinen	{"ud.propn": 1.0}
sabado	{"ud.propn": 1.0}
sabe	{"ud.verb": 1.0}
sabemos	{"ud.verb": 1.0}
saben	{"ud.verb": 1.0}
saber	{"ud.verb": 0.9, "ud.noun": 0.1}
sabes	{"ud.verb": 0.6666666666666666, "ud.propn": 0.16666666666666666, "ud.noun": 0.16666666666666666}
sabido	{"ud.verb": 1.0}
sabiendo	{"ud.verb": 1.0}
sabio	{"ud.propn": 1.0}
sable	{"ud.noun": 0.75, "ud.propn": 0.25}
sabor	{"ud.noun": 0.9375, "ud.propn": 0.0625}
sabores	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
sabrá	{"ud.verb": 1.0}
sabía	{"ud.verb": 1.0}
sabían	{"ud.verb": 1.0}
saca	{"ud.verb": 0.3333333333333333, "ud.propn": 0.6666666666666666}
sacado	{"ud.verb": 1.0}
sacados	{"ud.noun": 0.3333333333333333, "ud.adj": 0.3333333333333333, "ud.verb": 0.3333333333333333}
sacan	{"ud.verb": 1.0}
sacar	{"ud.verb": 1.0}
sacerdote	{"ud.noun": 1.0}
sacerdotes	{"ud.noun": 1.0}
sacrificio	{"ud.noun": 1.0}
sacrificios	{"ud.noun": 1.0}
sacro	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
saga	{"ud.noun": 0.7857142857142857, "ud.propn": 0.21428571428571427}
sagrada	{"ud.adj": 0.3333333333333333, "ud.propn": 0.6666666666666666}
sagradas	{"ud.adj": 1.0}
sagrado	{"ud.propn": 0.4, "ud.adj": 0.4, "ud.noun": 0.2}
sahin	{"ud.propn": 1.0}
said	{"ud.propn": 1.0}
sailor	{"ud.propn": 0.8571428571428571, "ud.noun": 0.14285714285714285}
saint	{"ud.propn": 1.0}
sajonia	{"ud.propn": 1.0}
sal	{"ud.noun": 1.0}
sala	{"ud.noun": 0.8461538461538461, "ud.propn": 0.15384615384615385}
salada	{"ud.adj": 1.0}
saladas	{"ud.adj": 1.0}
salado	{"ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.propn": 0.3333333333333333}
salamanca	{"ud.propn": 1.0}
salarial	{"ud.adj": 1.0}
salario	{"ud.noun": 0.75, "ud.adj": 0.25}
salarios	{"ud.noun": 1.0}
salas	{"ud.noun": 0.8181818181818182, "ud.propn": 0.18181818181818182}
salazar	{"ud.propn": 1.0}
saldo	{"ud.noun": 1.0}
saldrá	{"ud.verb": 1.0}
saldría	{"ud.verb": 1.0}
sale	{"ud.verb": 1.0}
salen	{"ud.verb": 0.8333333333333334, "ud.aux": 0.16666666666666666}
salga	{"ud.verb": 1.0}
salgan	{"ud.verb": 1.0}
salida	{"ud.noun": 0.9772727272727273, "ud.adj": 0.022727272727272728}
salidas	{"ud.noun": 1.0}
saliendo	{"ud.verb": 1.0}
salieron	{"ud.verb": 1.0}
salinas	{"ud.propn": 1.0}
salir	{"ud.verb": 1.0}
salió	{"ud.verb": 1.0}
salmos	{"ud.noun": 1.0}
salom	{"ud.propn": 1.0}
salones	{"ud.noun": 1.0}
salsa	{"ud.noun": 1.0}
salta	{"ud.propn": 0.9, "ud.verb": 0.1}
salto	{"ud.noun": 0.8421052631578947, "ud.propn": 0.15789473684210525}
saltó	{"ud.verb": 1.0}
salud	{"ud.noun": 0.7714285714285715, "ud.propn": 0.22857142857142856}
saludable	{"ud.adj": 1.0}
saludar	{"ud.verb": 1.0}
salvación	{"ud.propn": 0.25, "ud.noun": 0.75}
salvador	{"ud.propn": 0.9333333333333333, "ud.adj": 0.03333333333333333, "ud.noun": 0.03333333333333333}
salvados	{"ud.propn": 0.6666666666666666, "ud.verb": 0.3333333333333333}
salvaje	{"ud.adj": 0.625, "ud.propn": 0.25, "ud.noun": 0.125}
salvamento	{"ud.noun": 1.0}
salvar	{"ud.verb": 1.0}
salvo	{"ud.adp": 0.5625, "ud.adj": 0.3125, "ud.verb": 0.0625, "ud.adv": 0.0625}
salí	{"ud.verb": 1.0}
salón	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
sam	{"ud.propn": 1.0}
samsung	{"ud.propn": 1.0}
samuel	{"ud.propn": 1.0}
san	{"ud.propn": 0.9864864864864865, "ud.adj": 0.013513513513513514}
sana	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
sancho	{"ud.propn": 1.0}
sanción	{"ud.noun": 1.0}
sancti	{"ud.propn": 1.0}
sandro	{"ud.propn": 1.0}
sangre	{"ud.noun": 1.0}
sangrienta	{"ud.adj": 1.0}
sanitarias	{"ud.adj": 1.0}
sano	{"ud.adj": 1.0}
sant	{"ud.propn": 1.0}
santa	{"ud.propn": 0.9487179487179487, "ud.adj": 0.05128205128205128}
santander	{"ud.propn": 1.0}
santas	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
santiago	{"ud.propn": 1.0}
santidad	{"ud.noun": 1.0}
santo	{"ud.propn": 0.6428571428571429, "ud.adj": 0.17857142857142858, "ud.noun": 0.17857142857142858}
santos	{"ud.propn": 0.7272727272727273, "ud.noun": 0.2727272727272727}
santuario	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
santísima	{"ud.propn": 0.6, "ud.adj": 0.4}
saqueo	{"ud.noun": 1.0}
sarasota	{"ud.propn": 1.0}
sargento	{"ud.noun": 1.0}
sas	{"ud.propn": 1.0}
sasshi	{"ud.propn": 1.0}
sastre	{"ud.noun": 0.5, "ud.propn": 0.5}
satisfacción	{"ud.noun": 1.0}
satisfecho	{"ud.adj": 1.0}
satoru	{"ud.propn": 1.0}
satélite	{"ud.noun": 0.6, "ud.propn": 0.4}
saudita	{"ud.propn": 1.0}
saya	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
schalke	{"ud.propn": 1.0}
schaumburg	{"ud.propn": 1.0}
schmidt	{"ud.propn": 1.0}
school	{"ud.propn": 0.8888888888888888, "ud.x": 0.1111111111111111}
sciences	{"ud.propn": 1.0}
scooby	{"ud.propn": 1.0}
scorsese	{"ud.propn": 1.0}
scott	{"ud.propn": 1.0}
sd	{"ud.x": 0.6666666666666666, "ud.propn": 0.3333333333333333}
se	{"ud.pron": 1.0}
sea	{"ud.aux": 0.7710843373493976, "ud.verb": 0.1927710843373494, "ud.propn": 0.03614457831325301}
sean	{"ud.aux": 0.7241379310344828, "ud.propn": 0.10344827586206896, "ud.verb": 0.1724137931034483}
seattle	{"ud.propn": 1.0}
sebastián	{"ud.propn": 1.0}
seca	{"ud.adj": 1.0}
secas	{"ud.adj": 1.0}
secciones	{"ud.noun": 1.0}
sección	{"ud.noun": 1.0}
seco	{"ud.adj": 0.7142857142857143, "ud.propn": 0.14285714285714285, "ud.noun": 0.14285714285714285}
secos	{"ud.adj": 1.0}
secreción	{"ud.noun": 1.0}
secreta	{"ud.adj": 1.0}
secretaria	{"ud.propn": 0.5714285714285714, "ud.noun": 0.42857142857142855}
secretario	{"ud.noun": 0.8787878787878788, "ud.adj": 0.030303030303030304, "ud.propn": 0.09090909090909091}
secretaría	{"ud.noun": 0.5, "ud.propn": 0.5}
