!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9983351831298557, "ud.sym": 0.0011098779134295228, "ud.noun": 0.0005549389567147614}
speziellen	{"ud.adj": 0.8, "ud.noun": 0.2}
spezifische	{"ud.adj": 1.0}
spiegel	{"ud.propn": 1.0}
spiegelt	{"ud.verb": 1.0}
spiel	{"ud.noun": 1.0}
spielbetrieb	{"ud.noun": 1.0}
spiele	{"ud.noun": 0.8636363636363636, "ud.propn": 0.13636363636363635}
spielen	{"ud.noun": 0.3877551020408163, "ud.verb": 0.3877551020408163, "ud.propn": 0.22448979591836735}
spieler	{"ud.noun": 1.0}
spielern	{"ud.noun": 1.0}
spielfilm	{"ud.noun": 1.0}
spielklasse	{"ud.noun": 1.0}
spielt	{"ud.verb": 1.0}
spieltag	{"ud.noun": 1.0}
spielte	{"ud.verb": 1.0}
spielten	{"ud.verb": 1.0}
spielzeit	{"ud.noun": 1.0}
spielzeiten	{"ud.noun": 1.0}
spirale	{"ud.noun": 1.0}
spirit	{"ud.propn": 1.0}
spital	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
spitz	{"ud.adj": 1.0}
spitze	{"ud.adj": 0.13333333333333333, "ud.noun": 0.8666666666666667}
spitzen	{"ud.adj": 0.25, "ud.noun": 0.75}
spitzenkandidat	{"ud.noun": 1.0}
spitzname	{"ud.noun": 1.0}
spitznamen	{"ud.noun": 1.0}
sport	{"ud.noun": 0.6363636363636364, "ud.propn": 0.36363636363636365}
sportarten	{"ud.noun": 1.0}
sportfreunden	{"ud.propn": 1.0}
sportler	{"ud.noun": 1.0}
sportverein	{"ud.noun": 1.0}
spot	{"ud.noun": 0.75, "ud.propn": 0.25}
sprach	{"ud.verb": 0.9333333333333333, "ud.noun": 0.06666666666666667}
sprache	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
sprachen	{"ud.noun": 0.9285714285714286, "ud.verb": 0.07142857142857142}
sprachliche	{"ud.adj": 1.0}
sprechen	{"ud.verb": 1.0}
sprecher	{"ud.noun": 0.875, "ud.propn": 0.125}
spricht	{"ud.verb": 1.0}
spring	{"ud.propn": 1.0}
springer	{"ud.propn": 1.0}
sprint	{"ud.noun": 1.0}
sprung	{"ud.noun": 1.0}
spur	{"ud.noun": 1.0}
spuren	{"ud.noun": 1.0}
spät	{"ud.adv": 0.2, "ud.adj": 0.8}
späten	{"ud.adj": 1.0}
später	{"ud.adv": 0.12440191387559808, "ud.adj": 0.8755980861244019}
spätere	{"ud.adj": 1.0}
späteren	{"ud.adj": 1.0}
spätestens	{"ud.adv": 1.0}
square	{"ud.propn": 1.0}
ss	{"ud.propn": 1.0}
st	{"ud.propn": 0.875, "ud.x": 0.125}
st.	{"ud.propn": 0.9852941176470589, "ud.noun": 0.014705882352941176}
staat	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
staaten	{"ud.noun": 0.5454545454545454, "ud.propn": 0.45454545454545453}
staates	{"ud.noun": 1.0}
staatlich	{"ud.adj": 1.0}
staatliche	{"ud.propn": 0.2, "ud.adj": 0.8}
staatlichen	{"ud.adj": 0.6923076923076923, "ud.propn": 0.3076923076923077}
staatsanwalt	{"ud.noun": 1.0}
staatsbahn	{"ud.propn": 1.0}
staatsdienst	{"ud.noun": 1.0}
staatseisenbahnen	{"ud.propn": 1.0}
staatssekretär	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
stabilisierte	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
stade	{"ud.propn": 1.0}
stadion	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
stadt	{"ud.noun": 0.9447004608294931, "ud.propn": 0.055299539170506916}
stadtbefestigung	{"ud.noun": 1.0}
stadtbezirk	{"ud.noun": 1.0}
stadtentwicklung	{"ud.noun": 1.0}
stadtgebiet	{"ud.noun": 1.0}
stadtgemeinde	{"ud.noun": 1.0}
stadtgrenze	{"ud.noun": 1.0}
stadtmauer	{"ud.noun": 1.0}
stadtrat	{"ud.noun": 1.0}
stadtrates	{"ud.noun": 1.0}
stadtteil	{"ud.noun": 1.0}
stadtteile	{"ud.noun": 1.0}
stadtteils	{"ud.noun": 1.0}
stadtverordnetenversammlung	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
stadtverwaltung	{"ud.noun": 1.0}
stadtwerke	{"ud.noun": 1.0}
staffel	{"ud.noun": 1.0}
stahl	{"ud.noun": 0.375, "ud.propn": 0.625}
stalins	{"ud.propn": 1.0}
stallungen	{"ud.noun": 1.0}
stamm	{"ud.noun": 1.0}
stammen	{"ud.verb": 1.0}
stammende	{"ud.adj": 1.0}
stammenden	{"ud.adj": 1.0}
stammplatz	{"ud.noun": 1.0}
stammsitz	{"ud.noun": 1.0}
stammspieler	{"ud.noun": 1.0}
stammt	{"ud.verb": 1.0}
stammte	{"ud.verb": 1.0}
stammten	{"ud.verb": 1.0}
stand	{"ud.verb": 0.5, "ud.noun": 0.4895833333333333, "ud.propn": 0.010416666666666666}
standard	{"ud.noun": 0.8181818181818182, "ud.propn": 0.18181818181818182}
standards	{"ud.noun": 1.0}
standen	{"ud.verb": 1.0}
standort	{"ud.noun": 1.0}
standorten	{"ud.noun": 1.0}
stanley	{"ud.propn": 1.0}
stapel	{"ud.noun": 1.0}
star	{"ud.noun": 0.5, "ud.adj": 0.125, "ud.propn": 0.375}
starb	{"ud.verb": 1.0}
starben	{"ud.verb": 0.9230769230769231, "ud.noun": 0.07692307692307693}
stark	{"ud.adv": 0.06, "ud.adj": 0.9, "ud.propn": 0.04}
starke	{"ud.adj": 1.0}
starken	{"ud.adj": 1.0}
starker	{"ud.adj": 1.0}
start	{"ud.noun": 0.8421052631578947, "ud.propn": 0.15789473684210525}
startete	{"ud.verb": 1.0}
starts	{"ud.noun": 1.0}
state	{"ud.propn": 1.0}
states	{"ud.propn": 1.0}
station	{"ud.propn": 0.3, "ud.noun": 0.7}
stationen	{"ud.noun": 1.0}
stationiert	{"ud.verb": 0.8, "ud.adj": 0.2}
statistik	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
statistisch	{"ud.adj": 1.0}
statistischen	{"ud.propn": 0.6666666666666666, "ud.adj": 0.3333333333333333}
statt	{"ud.adp": 0.9508196721311475, "ud.part": 0.01639344262295082, "ud.noun": 0.01639344262295082, "ud.cconj": 0.01639344262295082}
stattdessen	{"ud.adv": 1.0}
stattfand	{"ud.verb": 1.0}
stattfinden	{"ud.verb": 1.0}
stattfindet	{"ud.verb": 1.0}
stattlichen	{"ud.adj": 1.0}
statue	{"ud.noun": 1.0}
status	{"ud.noun": 1.0}
stecken	{"ud.verb": 1.0}
steckt	{"ud.verb": 1.0}
stefan	{"ud.propn": 1.0}
steg	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
stehen	{"ud.noun": 0.019230769230769232, "ud.verb": 0.9615384615384616, "ud.adv": 0.019230769230769232}
stehende	{"ud.adj": 1.0}
stehenden	{"ud.adj": 1.0}
stehender	{"ud.adj": 1.0}
stehlen	{"ud.verb": 1.0}
stehplätze	{"ud.noun": 1.0}
steht	{"ud.verb": 1.0}
steiermark	{"ud.propn": 1.0}
steigen	{"ud.verb": 1.0}
steigende	{"ud.adj": 1.0}
steigern	{"ud.verb": 1.0}
steigerte	{"ud.verb": 1.0}
steigungen	{"ud.noun": 1.0}
stein	{"ud.propn": 0.5, "ud.noun": 0.5}
steine	{"ud.propn": 0.18181818181818182, "ud.noun": 0.8181818181818182}
steinen	{"ud.noun": 1.0}
steinigen	{"ud.adj": 1.0}
stelle	{"ud.verb": 0.08333333333333333, "ud.noun": 0.9166666666666666}
stellen	{"ud.verb": 0.5833333333333334, "ud.noun": 0.4166666666666667}
stellt	{"ud.verb": 1.0}
stellte	{"ud.verb": 1.0}
stellten	{"ud.verb": 1.0}
stellung	{"ud.noun": 1.0}
stellvertretender	{"ud.adj": 0.7777777777777778, "ud.noun": 0.2222222222222222}
stellvertreter	{"ud.noun": 1.0}
stephen	{"ud.propn": 1.0}
sterben	{"ud.verb": 1.0}
stern	{"ud.noun": 1.0}
sternbild	{"ud.noun": 1.0}
sterne	{"ud.noun": 1.0}
sternen	{"ud.noun": 1.0}
sternwarte	{"ud.noun": 0.75, "ud.propn": 0.25}
stets	{"ud.adv": 1.0}
steuer	{"ud.noun": 1.0}
steuerung	{"ud.noun": 1.0}
steve	{"ud.propn": 1.0}
stich	{"ud.noun": 1.0}
stieg	{"ud.verb": 1.0}
stiegen	{"ud.verb": 1.0}
stiel	{"ud.noun": 1.0}
stieß	{"ud.verb": 1.0}
stießen	{"ud.verb": 1.0}
stiftung	{"ud.noun": 0.7368421052631579, "ud.propn": 0.2631578947368421}
stiftungen	{"ud.noun": 1.0}
stil	{"ud.noun": 1.0}
stille	{"ud.adj": 0.5, "ud.noun": 0.25, "ud.propn": 0.25}
stillgelegt	{"ud.verb": 1.0}
stimme	{"ud.noun": 0.8333333333333334, "ud.verb": 0.08333333333333333, "ud.propn": 0.08333333333333333}
stimmen	{"ud.verb": 0.24, "ud.noun": 0.76}
stimmt	{"ud.verb": 1.0}
stimmte	{"ud.verb": 1.0}
stimmten	{"ud.verb": 1.0}
stimmung	{"ud.noun": 1.0}
stirbt	{"ud.verb": 1.0}
stock	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
stockholm	{"ud.propn": 1.0}
stockholmer	{"ud.propn": 1.0}
stoehr	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
stoff	{"ud.noun": 1.0}
stoffe	{"ud.noun": 1.0}
stolberg	{"ud.propn": 1.0}
stolz	{"ud.propn": 0.3333333333333333, "ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333}
stone	{"ud.propn": 1.0}
story	{"ud.propn": 1.0}
stoßen	{"ud.verb": 1.0}
strafe	{"ud.noun": 1.0}
strafrecht	{"ud.noun": 1.0}
straftaten	{"ud.noun": 1.0}
strahlen	{"ud.verb": 0.25, "ud.noun": 0.5, "ud.propn": 0.25}
stralsund	{"ud.propn": 1.0}
strand	{"ud.noun": 1.0}
strategische	{"ud.propn": 0.2, "ud.adj": 0.8}
strauss	{"ud.propn": 1.0}
strauß	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
straßburg	{"ud.propn": 1.0}
straße	{"ud.propn": 0.5476190476190477, "ud.noun": 0.4523809523809524}
straßen	{"ud.noun": 1.0}
straßenbahn	{"ud.noun": 1.0}
straßenverbindungen	{"ud.noun": 1.0}
straßenverkehr	{"ud.noun": 1.0}
strecke	{"ud.noun": 1.0}
strecken	{"ud.noun": 1.0}
street	{"ud.propn": 1.0}
streifen	{"ud.propn": 0.125, "ud.noun": 0.875}
streit	{"ud.noun": 1.0}
streitigkeiten	{"ud.noun": 1.0}
streng	{"ud.adj": 1.0}
strom	{"ud.noun": 1.0}
struktur	{"ud.noun": 1.0}
strukturen	{"ud.noun": 1.0}
studenten	{"ud.noun": 1.0}
studie	{"ud.noun": 1.0}
studien	{"ud.noun": 1.0}
studiengang	{"ud.noun": 1.0}
studienreisen	{"ud.noun": 1.0}
studieren	{"ud.verb": 1.0}
studierte	{"ud.verb": 1.0}
studio	{"ud.noun": 0.8, "ud.propn": 0.2}
studioalbum	{"ud.noun": 1.0}
studios	{"ud.propn": 0.875, "ud.noun": 0.125}
studium	{"ud.noun": 1.0}
studiums	{"ud.noun": 1.0}
stufe	{"ud.noun": 1.0}
stufen	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
stuhl	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
stunde	{"ud.noun": 1.0}
stunden	{"ud.noun": 0.9655172413793104, "ud.propn": 0.034482758620689655}
sturz	{"ud.noun": 1.0}
stuttgart	{"ud.propn": 1.0}
styrum	{"ud.propn": 1.0}
städte	{"ud.noun": 1.0}
städten	{"ud.noun": 1.0}
städtischen	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
stämme	{"ud.noun": 1.0}
ständig	{"ud.adj": 1.0}
ständige	{"ud.adj": 0.8, "ud.propn": 0.2}
stängel	{"ud.noun": 1.0}
stärke	{"ud.noun": 1.0}
stärken	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
stärker	{"ud.adv": 0.0625, "ud.propn": 0.0625, "ud.adj": 0.875}
stärkeren	{"ud.adj": 1.0}
störung	{"ud.noun": 1.0}
störungen	{"ud.noun": 1.0}
stück	{"ud.noun": 1.0}
stücke	{"ud.noun": 1.0}
stühle	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
stürmer	{"ud.noun": 1.0}
stürzen	{"ud.verb": 1.0}
stützpunkt	{"ud.noun": 1.0}
su	{"ud.propn": 1.0}
suche	{"ud.noun": 0.875, "ud.propn": 0.125}
suchen	{"ud.noun": 0.1111111111111111, "ud.verb": 0.8888888888888888}
sucht	{"ud.verb": 1.0}
suchte	{"ud.verb": 1.0}
suchten	{"ud.verb": 1.0}
sultan	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
summe	{"ud.noun": 1.0}
sumpfigen	{"ud.adj": 1.0}
sun	{"ud.propn": 1.0}
super	{"ud.adv": 0.34545454545454546, "ud.adj": 0.5636363636363636, "ud.noun": 0.03636363636363636, "ud.propn": 0.05454545454545454}
supermarkt	{"ud.noun": 1.0}
sur	{"ud.propn": 1.0}
suriname	{"ud.propn": 1.0}
suzuki	{"ud.propn": 1.0}
sv	{"ud.propn": 1.0}
sydney	{"ud.propn": 1.0}
symbol	{"ud.noun": 1.0}
symbolisieren	{"ud.verb": 1.0}
symbolisiert	{"ud.verb": 1.0}
sympathisch	{"ud.adj": 1.0}
synagoge	{"ud.noun": 1.0}
synchron	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
syndrom	{"ud.noun": 0.2, "ud.propn": 0.8}
synode	{"ud.noun": 1.0}
synonym	{"ud.noun": 0.625, "ud.adj": 0.375}
syrien	{"ud.propn": 1.0}
syrische	{"ud.adj": 0.3333333333333333, "ud.propn": 0.6666666666666666}
syrischen	{"ud.adj": 1.0}
system	{"ud.noun": 1.0}
systems	{"ud.noun": 0.6923076923076923, "ud.propn": 0.3076923076923077}
szene	{"ud.noun": 0.9444444444444444, "ud.propn": 0.05555555555555555}
szenen	{"ud.noun": 1.0}
sächsischen	{"ud.adj": 0.6, "ud.propn": 0.4}
sämtliche	{"ud.pron": 0.5454545454545454, "ud.det": 0.45454545454545453}
sänger	{"ud.noun": 1.0}
sängerin	{"ud.noun": 1.0}
säule	{"ud.noun": 1.0}
säulen	{"ud.noun": 1.0}
söhne	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
söhnen	{"ud.noun": 1.0}
söldner	{"ud.noun": 1.0}
süd	{"ud.noun": 0.6666666666666666, "ud.propn": 0.2916666666666667, "ud.adj": 0.041666666666666664}
südafrikanische	{"ud.adj": 1.0}
südafrikas	{"ud.propn": 1.0}
südamerikanischen	{"ud.adj": 1.0}
süden	{"ud.propn": 0.05, "ud.noun": 0.95}
südgrenze	{"ud.noun": 1.0}
südkorea	{"ud.propn": 1.0}
südlengern	{"ud.propn": 1.0}
südlich	{"ud.adp": 0.4838709677419355, "ud.adj": 0.4838709677419355, "ud.adv": 0.03225806451612903}
südliche	{"ud.adj": 1.0}
südlichen	{"ud.adj": 0.9473684210526315, "ud.propn": 0.05263157894736842}
südosten	{"ud.noun": 1.0}
südseite	{"ud.noun": 1.0}
südwesten	{"ud.noun": 1.0}
südwestlich	{"ud.adj": 1.0}
südwestlichen	{"ud.adj": 1.0}
südöstlich	{"ud.adj": 0.5, "ud.adp": 0.5}
t	{"ud.propn": 0.5625, "ud.noun": 0.375, "ud.x": 0.0625}
tabak	{"ud.noun": 1.0}
tabelle	{"ud.noun": 1.0}
tackle	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
tag	{"ud.noun": 0.9791666666666666, "ud.propn": 0.020833333333333332}
tage	{"ud.noun": 0.9302325581395349, "ud.propn": 0.06976744186046512}
tagen	{"ud.noun": 1.0}
tages	{"ud.noun": 1.0}
tageszeitung	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
tagungen	{"ud.noun": 1.0}
taktik	{"ud.noun": 1.0}
tal	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
talent	{"ud.noun": 1.0}
talsperre	{"ud.noun": 0.5, "ud.propn": 0.5}
tang	{"ud.propn": 1.0}
tankstelle	{"ud.noun": 1.0}
tankstellen	{"ud.noun": 1.0}
tanz	{"ud.noun": 0.75, "ud.propn": 0.25}
tanzen	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
tarata	{"ud.propn": 1.0}
tarif	{"ud.noun": 1.0}
tat	{"ud.verb": 0.4166666666666667, "ud.noun": 0.5833333333333334}
tatsache	{"ud.noun": 1.0}
tatsachen	{"ud.noun": 1.0}
tatsächlich	{"ud.adv": 0.05555555555555555, "ud.adj": 0.9444444444444444}
tatsächlichen	{"ud.adj": 1.0}
taufe	{"ud.noun": 0.8, "ud.propn": 0.2}
tausend	{"ud.num": 1.0}
tausende	{"ud.noun": 0.3333333333333333, "ud.num": 0.16666666666666666, "ud.adj": 0.5}
taylor	{"ud.propn": 1.0}
team	{"ud.noun": 0.8636363636363636, "ud.propn": 0.13636363636363635}
teams	{"ud.noun": 1.0}
technik	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
techniken	{"ud.noun": 1.0}
technisch	{"ud.adj": 1.0}
technische	{"ud.propn": 0.5, "ud.adj": 0.5}
technischen	{"ud.adj": 0.5882352941176471, "ud.noun": 0.058823529411764705, "ud.propn": 0.35294117647058826}
techno	{"ud.noun": 0.75, "ud.propn": 0.25}
technologie	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
technologien	{"ud.noun": 1.0}
technologischen	{"ud.adj": 1.0}
teens	{"ud.propn": 1.0}
teil	{"ud.noun": 0.7439024390243902, "ud.adv": 0.25, "ud.adj": 0.006097560975609756}
teilchen	{"ud.noun": 1.0}
teile	{"ud.noun": 1.0}
teilen	{"ud.verb": 0.21428571428571427, "ud.noun": 0.7857142857142857}
teilnahm	{"ud.verb": 1.0}
teilnahme	{"ud.noun": 1.0}
teilnehmen	{"ud.verb": 1.0}
teilnehmer	{"ud.noun": 1.0}
teilnehmern	{"ud.noun": 1.0}
teils	{"ud.adv": 0.5833333333333334, "ud.noun": 0.4166666666666667}
teilte	{"ud.verb": 1.0}
teilung	{"ud.noun": 0.75, "ud.propn": 0.25}
teilweise	{"ud.adv": 0.9772727272727273, "ud.adj": 0.022727272727272728}
tel	{"ud.propn": 1.0}
telefon	{"ud.noun": 1.0}
telefonisch	{"ud.adv": 1.0}
telekom	{"ud.propn": 1.0}
tempel	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
temperaturen	{"ud.noun": 1.0}
tempo	{"ud.propn": 0.2, "ud.noun": 0.8}
ten	{"ud.noun": 0.75, "ud.propn": 0.25}
tendenz	{"ud.noun": 1.0}
tennessee	{"ud.propn": 1.0}
tennis	{"ud.propn": 0.5, "ud.noun": 0.5}
termin	{"ud.noun": 1.0}
terminal	{"ud.noun": 0.6, "ud.propn": 0.4}
terminals	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
termine	{"ud.noun": 1.0}
terrasse	{"ud.noun": 1.0}
territorien	{"ud.noun": 1.0}
territorium	{"ud.noun": 1.0}
territoriums	{"ud.noun": 1.0}
territory	{"ud.propn": 1.0}
terz	{"ud.noun": 1.0}
teschen	{"ud.propn": 1.0}
test	{"ud.noun": 0.375, "ud.propn": 0.625}
testament	{"ud.propn": 0.6, "ud.noun": 0.4}
tests	{"ud.noun": 1.0}
teu	{"ud.propn": 0.5, "ud.noun": 0.5}
teuer	{"ud.adj": 1.0}
teures	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
texas	{"ud.propn": 1.0}
text	{"ud.noun": 0.9, "ud.propn": 0.1}
texte	{"ud.noun": 1.0}
texten	{"ud.noun": 1.0}
thai	{"ud.noun": 0.75, "ud.propn": 0.25}
thailand	{"ud.propn": 1.0}
the	{"ud.propn": 0.9797979797979798, "ud.x": 0.010101010101010102, "ud.det": 0.010101010101010102}
theater	{"ud.noun": 0.7307692307692307, "ud.propn": 0.2692307692307692}
theaters	{"ud.noun": 1.0}
theatre	{"ud.propn": 1.0}
thema	{"ud.noun": 1.0}
themas	{"ud.noun": 1.0}
thematisierte	{"ud.verb": 1.0}
themen	{"ud.noun": 1.0}
theodor	{"ud.propn": 1.0}
theologen	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
theologie	{"ud.noun": 0.8, "ud.propn": 0.2}
theoretischen	{"ud.adj": 1.0}
theorie	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
theorien	{"ud.noun": 1.0}
theotokis	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
therapie	{"ud.noun": 1.0}
thomas	{"ud.propn": 1.0}
thron	{"ud.noun": 1.0}
thronfolger	{"ud.noun": 1.0}
thüringen	{"ud.propn": 1.0}
thüringer	{"ud.adj": 0.16666666666666666, "ud.propn": 0.6666666666666666, "ud.noun": 0.16666666666666666}
tibet	{"ud.propn": 1.0}
tief	{"ud.adj": 1.0}
tiefe	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
tiefen	{"ud.adj": 1.0}
tieferen	{"ud.adj": 1.0}
tiefgarage	{"ud.noun": 1.0}
tier	{"ud.noun": 0.9166666666666666, "ud.propn": 0.08333333333333333}
tierarzt	{"ud.noun": 1.0}
tiere	{"ud.noun": 1.0}
tieren	{"ud.noun": 1.0}
tierärzte	{"ud.noun": 1.0}
tigers	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
tim	{"ud.propn": 1.0}
time	{"ud.propn": 1.0}
times	{"ud.propn": 1.0}
tirol	{"ud.propn": 1.0}
tiroler	{"ud.noun": 0.5, "ud.propn": 0.5}
tisch	{"ud.noun": 0.8888888888888888, "ud.propn": 0.1111111111111111}
tischtennis	{"ud.noun": 1.0}
titel	{"ud.noun": 1.0}
to	{"ud.x": 0.2727272727272727, "ud.propn": 0.7272727272727273}
tochter	{"ud.noun": 1.0}
tochtergesellschaft	{"ud.noun": 1.0}
tod	{"ud.noun": 0.9583333333333334, "ud.propn": 0.041666666666666664}
tode	{"ud.noun": 1.0}
todes	{"ud.noun": 1.0}
tokio	{"ud.propn": 1.0}
toll	{"ud.adj": 0.8571428571428571, "ud.adv": 0.14285714285714285}
tolle	{"ud.adj": 0.9, "ud.det": 0.1}
toller	{"ud.adj": 1.0}
tolles	{"ud.adj": 1.0}
tom	{"ud.propn": 1.0}
tomaten	{"ud.noun": 1.0}
tommy	{"ud.propn": 1.0}
ton	{"ud.noun": 0.8, "ud.propn": 0.2}
tonnen	{"ud.noun": 1.0}
tony	{"ud.propn": 1.0}
top	{"ud.adj": 0.47619047619047616, "ud.noun": 0.42857142857142855, "ud.propn": 0.09523809523809523}
tor	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
tore	{"ud.noun": 1.0}
toren	{"ud.noun": 1.0}
torpedo	{"ud.propn": 0.75, "ud.noun": 0.25}
torre	{"ud.propn": 1.0}
torte	{"ud.noun": 1.0}
total	{"ud.adv": 0.7777777777777778, "ud.propn": 0.1111111111111111, "ud.adj": 0.1111111111111111}
toten	{"ud.noun": 0.75, "ud.propn": 0.25}
tour	{"ud.propn": 0.6, "ud.noun": 0.4}
tourismus	{"ud.noun": 0.875, "ud.propn": 0.125}
touristen	{"ud.noun": 1.0}
tournee	{"ud.noun": 1.0}
tourte	{"ud.verb": 1.0}
town	{"ud.propn": 1.0}
township	{"ud.propn": 0.875, "ud.noun": 0.125}
trade	{"ud.propn": 1.0}
tradition	{"ud.noun": 1.0}
traditionell	{"ud.adv": 0.3333333333333333, "ud.adj": 0.6666666666666666}
traditionelle	{"ud.adj": 1.0}
traditionellen	{"ud.adj": 1.0}
traditioneller	{"ud.adj": 1.0}
traditionen	{"ud.noun": 1.0}
traf	{"ud.verb": 1.0}
trafen	{"ud.verb": 1.0}
tragen	{"ud.noun": 0.16666666666666666, "ud.verb": 0.8333333333333334}
trail	{"ud.propn": 1.0}
trainer	{"ud.noun": 0.9047619047619048, "ud.propn": 0.09523809523809523}
trainiert	{"ud.verb": 1.0}
trainierte	{"ud.verb": 1.0}
training	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
transport	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
trat	{"ud.verb": 1.0}
traten	{"ud.verb": 1.0}
trauben	{"ud.noun": 1.0}
traum	{"ud.noun": 0.7777777777777778, "ud.propn": 0.2222222222222222}
treffen	{"ud.noun": 0.4375, "ud.verb": 0.5625}
treffens	{"ud.noun": 1.0}
treffer	{"ud.noun": 1.0}
treiben	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
treibstoff	{"ud.noun": 1.0}
trend	{"ud.noun": 1.0}
trennt	{"ud.verb": 1.0}
trennte	{"ud.verb": 1.0}
trennung	{"ud.noun": 1.0}
treten	{"ud.verb": 0.9285714285714286, "ud.propn": 0.07142857142857142}
treu	{"ud.adj": 1.0}
treue	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
triathlon	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
trichophyton	{"ud.propn": 1.0}
trieb	{"ud.verb": 0.75, "ud.noun": 0.25}
triebe	{"ud.noun": 1.0}
trier	{"ud.propn": 1.0}
trifft	{"ud.verb": 1.0}
trinken	{"ud.verb": 0.6666666666666666, "ud.noun": 0.3333333333333333}
trinkwasser	{"ud.noun": 1.0}
trio	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
triple	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
tritt	{"ud.verb": 1.0}
trockenen	{"ud.adj": 1.0}
trophy	{"ud.propn": 1.0}
tropischen	{"ud.adj": 1.0}
trotz	{"ud.adp": 0.972972972972973, "ud.noun": 0.02702702702702703}
trotzdem	{"ud.adv": 0.9565217391304348, "ud.cconj": 0.043478260869565216}
trug	{"ud.verb": 0.9285714285714286, "ud.propn": 0.07142857142857142}
trugen	{"ud.verb": 1.0}
truppe	{"ud.noun": 1.0}
truppen	{"ud.noun": 1.0}
träger	{"ud.noun": 1.0}
trägt	{"ud.verb": 1.0}
tränen	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
tschechien	{"ud.propn": 1.0}
tschechisch	{"ud.adj": 1.0}
tschechoslowakei	{"ud.propn": 1.0}
tsv	{"ud.propn": 1.0}
tuch	{"ud.noun": 1.0}
tun	{"ud.verb": 0.9375, "ud.propn": 0.0625}
tunnel	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
tunnels	{"ud.noun": 1.0}
turbine	{"ud.noun": 0.5, "ud.propn": 0.5}
turin	{"ud.propn": 1.0}
turm	{"ud.noun": 0.95, "ud.propn": 0.05}
turner	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
turnier	{"ud.noun": 1.0}
turnieren	{"ud.noun": 1.0}
turniers	{"ud.noun": 1.0}
tut	{"ud.verb": 1.0}
tv	{"ud.noun": 0.75, "ud.propn": 0.25}
typ	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
typen	{"ud.noun": 1.0}
typisch	{"ud.adj": 1.0}
typische	{"ud.adj": 1.0}
typischen	{"ud.adj": 1.0}
